Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00:00 a/ m/;5:00:00 a/ m/;6:00:00 a/ m/;7:00:00 a/ m/;8:00:00 a/ m/;9:00:00 a/ m/;10:00:00 a/ m/;11:00:00 a/ m/;12:00:00 p/ m/;1:00:00 p/ m/;2:00:00 p/ m/;3:00:00 p/ m/;4:00:00 p/ m/;5:00:00 p/ m/;6:00:00 p/ m/;7:00:00 p/ m/;8:00:00 p/ m/;9:00:00 p/ m/;10:00:00 p/ m/;11:00:00 p/ m/;Total general (Número de pasajeros)
28/03/2024;LÍNEA O;41;360;331;280;230;273;279;335;297;243;333;322;394;403;388;335;247;224;45;;5.360
28/03/2024;LÍNEA P;;;;;20;633;570;526;544;577;495;514;621;552;523;459;345;327;14;;6.720
28/03/2024;LÍNEA T-A;173;753;944;914;847;1.192;1.328;1.466;1.461;1.409;1.586;1.674;1.645;1.765;1.647;1.448;1.375;1.104;238;;22.969
29/03/2024;LÍNEA 1;424;1.241;1.230;1.254;1.224;1.511;1.556;1.467;1.568;1.596;1.813;1.664;1.830;1.922;2.054;1.672;1.330;1.136;173;;26.665
29/03/2024;LÍNEA 2;19,00;168,00;168,00;192,00;157;178;171;317;327;273;238;276;366;403;361,00;275,00;208,00;161,00;26,00;;4.284
29/03/2024;LÍNEA A;3.055;8.169;8.200;7.636;7.756;8.929;9.777;10.085;10.998;10.697;11.975;11.891;13.866;14.754;14.725;11.294;9.038;7.727;535;;181.107
29/03/2024;LÍNEA B;502;1.119;1.188;1.319;1.534;2.036;1.865;2.074;2.183;2.144;2.640;2.546;2.604;2.844;2.767;2.165;1.440;981;92;;34.043
29/03/2024;LÍNEA H;;;;;;74;82;73;88;72;66;35;64;52;65;35;30;14;;;750
29/03/2024;LÍNEA J;;;;;16;658;531;514;589;542;507;469;557;565;496;451;292;154;11;;6.352
29/03/2024;LÍNEA K;;;;;412;764;790;899;966;887;974;1.071;1.271;1.423;866;558;418;242;16;;11.557
29/03/2024;LÍNEA L;;;;;121;307;731;825;737;642;620;809;825;647;6;;;;;;6.270
29/03/2024;LÍNEA M;;;;;;299;177;205;323;282;284;255,00;303;364;379;294;230;226;162;;3.783
29/03/2024;LÍNEA O;34;312;222;201;184;207;219;224;175;227;275;214;262;361;396;281;195;180;39;;4.208
29/03/2024;LÍNEA P;;;;;;581;471;550;525;422;520;508;486;497;466;428;377;210;11;;6.052
29/03/2024;LÍNEA T-A;129;547;589;644;683;920;942;1.106;1.268;1.212;1.289;1.140;1.550;1.471;1.692;1.315;1.136;911;228;;18.772
30/03/2024;LÍNEA 1;1.154;2.478;2.991;3.636;3.202;3.194;3.169;3.330;3.430;3.475;3.587,00;3.595;3.335;3.381;3.053;2.492;2.049;1.779;914;47,00;54.291
30/03/2024;LÍNEA 2;98,00;298,00;377,00;490,00;466;574;641;742;844;853;763,00;764;767;781;842;588,00;504,00;382,00;164,00;2,00;10.940
30/03/2024;LÍNEA A;6.573;13.193;16.155;17.035;15.407;15.894;16.504;18.327;20.906;22.692;23.829;24.269;24.209;24.375;21.966;17.777;13.449;12.004;5.941;67;330.572
30/03/2024;LÍNEA B;1.157;2.030;2.492;2.714;2.481;2.767;2.763;3.023;3.175;3.303;3.550;3.555;3.271;3.526;2.959;2.564;2.034;1.670;815;10;49.859
30/03/2024;LÍNEA H;70;131;147;134;110;124;124;126;120;110;91;96;87;76;66;56;52;30;8;1;1.759
30/03/2024;LÍNEA J;507;653;924;933;824;779;801;824;735;649;685;662;718;632;561;438;292;226;88;2;11.933
30/03/2024;LÍNEA K;952;1.029;1.311;1.317;1.278;1.107;1.130;1.240;1.172;1.125;1.104,00;1.087;1.333;1.583;880;693;544;475;173;;19.533
30/03/2024;LÍNEA L;;;;;;499;492;666;459;456;435;557;645;538;;;;;;;4.747
30/03/2024;LÍNEA M;150;234;336;277;273;262;318;325;348;389;454,00;478;488;519;519;410;355;326;249;62,00;6.772
30/03/2024;LÍNEA O;129;432;481;509;412;336;357;414;404;530;498;512;527;560;462;413;326;357;164;12;7.835
30/03/2024;LÍNEA P;473;710;886;892;792;748;832;812;708;684;671;658;609;569;579;469;363;292;135;2;11.884
30/03/2024;LÍNEA T-A;535;1.161;1.519;1.634;1.604;1.577;1.632;1.815;1.945;2.119;2.194;2.316;2.307;2.201;2.223;1.922;1.520;1.408;868;50;32.550
31/03/2024;LÍNEA 1;409;1.354;1.407;1.557;1.604;1.911;2.252;1.937;1.902;2.104;2.398;2.154;2.426;2.446;2.280;1.900;1.913;1.428;173;;33.555
31/03/2024;LÍNEA 2;8,00;184,00;183,00;246,00;197,00;268;544;335;406;505;373;398;459;433;367,00;384,00;266,00;153,00;17,00;;5.726
31/03/2024;LÍNEA A;3.473;8.317;8.875;8.514;8.745;10.280;11.647;11.342;12.662;12.935;15.191;15.657;18.195;18.649;16.571;14.157;13.010;9.148;623;;217.991
31/03/2024;LÍNEA B;584;1.134;1.253;1.291;1.350;1.635;1.877;2.019;2.060;2.329;2.451;2.125;2.440;2.412;2.153;1.900;4.402;1.668;150;;35.233
31/03/2024;LÍNEA H;;;;;3;136;105;94;80;45;92;108;104;72;51;58;38;25;1;;1.012
31/03/2024;LÍNEA J;;;;;44;802;568;531;566;647;518;591;674;534;521;474;369;151;7;;6.997
31/03/2024;LÍNEA K;;;;;517;992;995;825;924;1.193;1.072;1.182;1.264;1.016;769;693;616;309;13;;12.380
31/03/2024;LÍNEA L;;;;;116;240;302;366;390;467;338;359;230;165;;;;;;;2.973
31/03/2024;LÍNEA M;;;;;;277;297;255;223;291;269;331;400;376;381;360;344;263;133;;4.200
31/03/2024;LÍNEA O;29;304;265;219;243;256;328;305;277;304;342;332;396;415;338;386;350;319;36;;5.444
31/03/2024;LÍNEA P;;;;;55;567;587;551;537;503;551;536;603;547;501;427;395;207;3;;6.570
31/03/2024;LÍNEA T-A;142;590;697;772;775;1.084;1.355;1.215;1.227;1.356;1.379;1.507;1.812;1.797;1.720;1.472;1.558;1.110;236;;21.804
1/04/2024;LÍNEA 1;3.052;8.461;10.530;9.282;5.973;5.323;4.451;4.941;5.019;4.899;5.659;5.871;8.179;10.284;7.263;4.296;3.067;2.466;1.225;33;110.274
1/04/2024;LÍNEA 2;207,00;867,00;1.014,00;1.115,00;944;945;1.137;1.204;1.318;1.134;1.270;1.404;2.078;2.077;1.959,00;1.198,00;854,00;468,00;191,00;1,00;21.385
1/04/2024;LÍNEA A;17.066;47.771;60.940;49.815;30.673;27.197;24.102;25.398;28.830;27.594;32.504;36.209;58.324;79.659;54.348;30.395;20.073;15.940;7.802;43;674.683
1/04/2024;LÍNEA B;3.194;7.763;8.583;7.557;4.836;4.225;3.717;3.973;4.583;4.087;4.191;4.696;6.996;9.829;6.384;3.592;2.756;2.189;1.004;6;94.161
1/04/2024;LÍNEA H;249;588;379;275;180;139;109;126;114;85;70;32;83;66;47;31;41;10;3;1;2.628
1/04/2024;LÍNEA J;1.544;2.398;2.362;1.942;1.335;979;759;850;824;652;539;424;664;551;418;339;254;125;46;;17.005
1/04/2024;LÍNEA K;2.410;2.758;2.667;2.031;1.712;1.351;1.073;1.193;1.285;1.002;771;667;1.012;804;614;498;551;257;75;;22.731
1/04/2024;LÍNEA M;390;918;869;569;394;310;309;355;439;330;376;204;773;898;1.187;798;493;340;283;58;10.293
1/04/2024;LÍNEA O;290;1.489;1.632;1.737;830;1.054;775;996;850;907;829;863;1.233;1.878;1.257;985;727;855;238;8;19.433
1/04/2024;LÍNEA P;1.538;3.298;3.015;2.137;1.244;947;877;1.173;1.224;814;641;747;850;1.012;709;439;657;353;83;;21.758
1/04/2024;LÍNEA T-A;1.443;4.043;4.604;4.296;2.688;2.504;2.224;2.497;3.103;2.591;2.645;2.682;4.348;5.221;4.778;3.154;2.223;1.737;1.042;29;57.852
2/04/2024;LÍNEA 1;3.074;9.076;10.776;9.888;6.297;5.548;4.337;4.909;5.249;4.999;5.468;6.054;8.151;11.430;7.804;4.856;3.388;2.645;1.301;49;115.299
2/04/2024;LÍNEA 2;197;980;1.023;1.150;951;1.004;1.149;1.269;1.212;1.098;1.260;1.552;1.990;2.148;2.012;1.191;1.157;587;212;2;22.144
2/04/2024;LÍNEA A;16.575,00;50.028,00;63.485,00;52.796,00;32.289,00;27.984;24.076;26.401;29.542;28.630;32.960;37.338;57.406;83.160;58.017,00;32.119,00;21.249,00;17.745,00;8.603,00;43,00;700.446
2/04/2024;LÍNEA B;3.142;8.284;8.974;7.992;5.254;4.450;3.780;4.297;4.991;4.281;4.402;5.180;7.156;10.705;7.030;4.023;3.376;2.573;1.091;10;100.991
2/04/2024;LÍNEA H;251;595;447;289;188;104;100;164;129;75;67;76;84;63;42;34;22;13;3;1;2.747
2/04/2024;LÍNEA J;1.539;2.484;2.326;2.029;1.290;899;688;857;855;679;519;537;678;590;478;313;250;116;40;;17.167
2/04/2024;LÍNEA K;2.337;2.814;2.648;2.224;1.677;1.278;1.083;1.207;1.479;945;684;775;1.096;1.029;707;514;520;245;78;6;23.346
2/04/2024;LÍNEA L;;;;;;112;111;111;102;82;104;107;107;107;;;;;;;943
2/04/2024;LÍNEA M;411;1.003;927;625;418;293;296;385;429;356;344;430;722;895;1.185;812;534;413;322;34;10.834
2/04/2024;LÍNEA O;296;1.767;1.634;1.981;1.086;1.226;836;1.096;971;1.028;969;957;1.430;1.938;1.531;1.081;799;997;287;14;21.924
2/04/2024;LÍNEA P;1.466;3.467;3.085;2.265;1.335;969;863;1.094;1.348;877;664;714;903;1.135;702;480;577;363;99;;22.406
2/04/2024;LÍNEA T-A;1.449;4.612;5.088;4.834;2.926;2.513;2.375;2.840;3.415;2.815;2.758;3.149;4.195;5.432;5.360;3.319;2.635;2.101;1.129;38,00;62.983
3/04/2024;LÍNEA 1;3.015,00;8.946,00;10.870,00;10.021,00;6.134;5.528;4.499;4.854;5.129;5.294;5.635;5.821;8.541;10.844;7.543;4.732;3.360;2.640;1.195;141,00;114.742
3/04/2024;LÍNEA 2;196,00;968,00;1.026,00;1.118,00;900;909;935;1.135;1.175;1.061;1.284;1.430;1.956;2.225;1.785;1.173;921;547;184;5,00;20.933
3/04/2024;LÍNEA A;16.460,00;48.926,00;62.492,00;53.001,00;32.786;28.120;23.991;25.653;29.698;29.328;33.461;36.121;61.301;82.808;54.525,00;30.916,00;20.974,00;17.037,00;8.585,00;42,00;696.225
3/04/2024;LÍNEA B;3.101;8.118;8.985;8.381;5.040;4.438;3.819;4.209;4.912;4.505;4.778;4.930;7.305;10.741;6.541;3.872;3.485;2.725;1.171;7,00;101.063
3/04/2024;LÍNEA H;246;593;426;280;162;119;98;137;116;90;78;74;60;49;46;18;30;15;1;;2.638
3/04/2024;LÍNEA J;1.531;2.533;2.400;1.934;1.321;946;721;768;856;675;353;496;689;608;443;254;243;104;47;;16.922
3/04/2024;LÍNEA K;2.402,00;2.774,00;2.644,00;2.244,00;1.629,00;1.280;1.143;1.170;1.380;1.024;649;792;1.024;976;710;455;504;246;82;;23.128
3/04/2024;LÍNEA L;;;;;5;74;61;142;107;91;80;63;75;82;;;;;;;780
3/04/2024;LÍNEA M;385;1.009;883;626;409;324;300;339;457;340;325;465;729;944;1.131;765;417;352;329;66,00;10.595
3/04/2024;LÍNEA O;274,00;1.751,00;1.789,00;2.050,00;1.071;1.297;816;1.067;1.024;1.198;861;1.194;1.566;2.008;1.400;899;930;985;293;13,00;22.486
3/04/2024;LÍNEA P;1.441;3.445;3.146;2.266;1.305;979;858;1.119;1.199;793;592;742;953;1.137;671;445;558;396;110;1;22.156
3/04/2024;LÍNEA T-A;1.434;4.497;5.025;4.847;2.915;2.694;2.364;2.829;3.310;2.973;2.770;3.287;4.426;5.462;5.088;1.621;2.602;1.946;1.107;70,00;61.267
4/04/2024;LÍNEA 1;3.064;8.876;10.757;9.794;6.161;5.323;4.473;4.916;5.151;5.100;5.113;5.737;8.789;10.471;8.239;4.949;3.374;2.666;1.301;40,00;114.294
4/04/2024;LÍNEA 2;207;970;1.035;1.145;880;955;1.061;1.124;1.240;1.138;1.157;1.305;2.028;2.203;1.813;1.238;878;560;224;3,00;21.164
4/04/2024;LÍNEA A;16.299;49.231;62.554;52.467;32.402;28.035;23.916;25.854;29.550;28.472;31.893;34.447;60.022;81.512;58.604;33.631;21.583;17.640;8.533;48;696.693
4/04/2024;LÍNEA B;3.084;7.946;8.933;7.869;5.273;4.576;3.813;4.290;5.059;4.291;4.502;4.800;7.687;10.586;7.280;4.058;3.200;2.586;1.162;17,00;101.012
4/04/2024;LÍNEA H;252;615;436;262;181;145;125;182;114;76;73;54;83;61;38;40;38;5;4;;2.784
4/04/2024;LÍNEA J;1.514;2.479;2.366;2.035;1.291;932;755;770;929;621;524;430;677;507;438;298;214;106;44;;16.930
4/04/2024;LÍNEA K;2.402;2.816;2.677;2.212;1.749;1.301;1.085;1.106;1.391;981;572;639;1.043;898;664;433;490;204;89;;22.752
4/04/2024;LÍNEA L;;;;;;92;69;100;84;121;72;104;72;69;;;;;;;783
4/04/2024;LÍNEA M;366;1.039;886;644;396;296;294;328;453;322;336;429;705;977;1.085;921;457;316;343;46,00;10.639
4/04/2024;LÍNEA O;240;1.740;1.713;1.985;972;1.226;798;1.041;1.047;1.075;903;1.051;1.552;1.867;1.258;1.144;851;995;253;8;21.719
4/04/2024;LÍNEA P;1.423;3.436;3.196;2.318;1.308;1.021;829;1.022;1.166;819;657;557;952;974;661;453;492;357;82;2;21.725
4/04/2024;LÍNEA T-A;1.451;4.544;4.965;4.707;2.975;2.612;2.225;2.727;3.251;2.769;2.737;3.067;4.624;5.547;5.239;3.456;2.359;1.803;1.161;68;62.287
5/04/2024;LÍNEA 1;2.948;8.614;10.635;9.644;6.130;5.528;4.656;4.895;5.307;5.205;5.822;6.609;8.572;9.762;7.738;5.055;3.586;2.887;1.704;82,00;115.379
5/04/2024;LÍNEA 2;182,00;945,00;1.031,00;1.115,00;871,00;904;1.010;1.097;1.199;1.077;1.377;1.514;1.929;2.108;1.989,00;1.312,00;823,00;629,00;299,00;6,00;21.417
5/04/2024;LÍNEA A;16.168;47.081;62.084;52.086;32.139;28.483;24.979;26.323;29.903;29.517;35.710;42.245;63.393;74.129;55.721;34.421;22.693;19.797;10.958;123;707.953
5/04/2024;LÍNEA B;3.039;7.880;8.847;7.871;5.097;4.493;4.068;4.313;5.011;4.583;4.699;5.694;7.669;9.919;7.261;4.483;5.320;2.976;1.692;21;104.936
5/04/2024;LÍNEA H;242;625;443;289;182;126;94;128;102;108;63;75;72;86;36;35;31;19;3;;2.759
5/04/2024;LÍNEA J;1.474;2.522;2.365;1.967;1.355;960;761;802;881;635;608;634;712;635;550;364;331;176;55;2;17.789
5/04/2024;LÍNEA K;2.456;2.819;2.684;2.256;1.692;1.381;1.150;1.087;1.431;1.130;878;934;1.128;1.057;816;545;592;330;114;4,00;24.484
5/04/2024;LÍNEA L;;;;;7;185;91;129;125;156;112;142;160;118;1;;;;;;1.226
5/04/2024;LÍNEA M;374;1.000;882;676;435;271;286;318;438;279;373;535;745;944;915;934;590;440;334;111;10.880
5/04/2024;LÍNEA O;259;1.556;1.626;1.926;1.032;1.172;827;946;1.013;1.120;948;1.139;1.461;1.584;1.346;1.014;784;884;374;21;21.032
5/04/2024;LÍNEA P;1.401;3.332;3.163;2.306;1.374;1.024;873;1.078;1.094;838;771;873;981;941;773;484;594;358;124;2;22.384
5/04/2024;LÍNEA T-A;1.412;4.355;4.732;4.764;2.887;2.672;2.392;2.211;3.276;2.521;2.961;3.511;4.722;5.361;4.530;3.364;2.569;2.169;1.396;58;61.863
6/04/2024;LÍNEA 1;2.138;5.116;6.263;7.104;4.727;4.453;4.081;4.776;6.583;6.499;5.677;4.828;4.993;4.459;4.048;3.355;2.574;2.325;1.263;63,00;85.325
6/04/2024;LÍNEA 2;125,00;616,00;731,00;809,00;683,00;751;770;1.059;1.410;1.475;1.213;1.218;1.180;1.120;1.055,00;842,00;602,00;510,00;249,00;9,00;16.427
6/04/2024;LÍNEA A;12.206;28.581;34.682;35.318;25.269;22.924;22.543;27.806;41.927;45.423;39.566;34.708;32.260;30.085;27.512;22.755;16.680;14.613;8.183;126;523.167
6/04/2024;LÍNEA B;2.251;4.707;5.326;5.271;4.068;3.766;3.876;4.487;6.444;6.210;5.633;5.105;4.732;4.378;3.890;3.069;2.428;1.851;1.172;17;78.681
6/04/2024;LÍNEA H;164;375;338;265;164;130;144;129;98;88;83;105;109;58;84;53;33;24;12;7;2.463
6/04/2024;LÍNEA J;1.014;1.813;1.997;1.721;1.195;935;994;870;922;795;690;651;674;554;554;505;417;287;99;2;16.689
6/04/2024;LÍNEA K;1.954;2.722;2.622;2.113;1.579;1.315;1.199;1.333;1.351;1.159;1.008;1.055;1.083;1.042;839;690;650;497;259;1,00;24.471
6/04/2024;LÍNEA L;;;;;;173;210;240;268;209;173;240;196;244;;;;;;;1.953
6/04/2024;LÍNEA M;278;639;678;527;369;325;352;457;498;649;668;724;632;546;570;501;481;362;342;84;9.682
6/04/2024;LÍNEA O;220;798;992;1.305;819;829;694;845;1.050;979;819;704;775;695;581;537;441;377;211;12;13.683
6/04/2024;LÍNEA P;996;1.950;2.087;1.809;1.131;916;807;925;982;877;717;827;706;570;613;540;511;373;204;4;17.545
6/04/2024;LÍNEA T-A;1.002;2.814;3.343;3.888;2.588;2.346;2.321;2.890;3.625;3.730;3.510;3.241;3.325;2.901;2.647;2.358;1.912;1.730;1.212;88,00;51.471
7/04/2024;LÍNEA 1;489;1.643;1.965;2.050;1.807;2.375;2.454;2.416;2.327;2.755;2.815;2.512;2.630;2.910;2.733;2.206;2.173;1.557;230;;40.047
7/04/2024;LÍNEA 2;9,00;199,00;218,00;278,00;221;344;511;401;469;585;458;410;476;505;430,00;466,00;331,00;249,00;25,00;;6.585
7/04/2024;LÍNEA A;3.706;9.994;12.035;10.986;10.325;11.296;12.615;12.361;14.217;15.679;17.043;16.087;17.823;18.659;18.042;15.063;13.752;10.415;763;;240.861
7/04/2024;LÍNEA B;648;1.530;1.767;1.767;1.713;2.161;2.291;2.451;2.648;2.906;2.924;2.676;2.810;3.011;2.749;2.458;1.953;1.455;165;;40.083
7/04/2024;LÍNEA H;;;;;;119;110;92;106;93;68;82;75;88;70;74;49;23;3;;1.052
7/04/2024;LÍNEA J;;;;;39;868;682;598;630;603;631;616;822;703;623;557;426;228;19;;8.045
7/04/2024;LÍNEA K;;;;;520;963;1.008;947;978;1.122;983;1.054;1.397;1.411;1.068;876;743;409;36;;13.515
7/04/2024;LÍNEA L;;;;;62;154;246;316;331;350;343;291;502;374;;;;;;;2.969
7/04/2024;LÍNEA M;;;;;;268;237;287;319;342;388;377;419;359;497;401;374;284;121;;4.673
7/04/2024;LÍNEA O;15;376;264;304;286;286;345;353;358;327;377;369;445;453;455;428;412;287;31;;6.171
7/04/2024;LÍNEA P;;;;;54;654;691;641;693;574;611;645;750;661;668;525;505;293;25;;7.990
7/04/2024;LÍNEA T-A;155;714;995;903;985;1.244;1.482;1.428;1.588;1.763;1.848;1.738;1.858;1.812;1.914;1.690;1.665;1.235;271;;25.288
8/04/2024;LÍNEA 1;3.091;8.365;10.274;9.676;6.331;5.249;4.283;4.431;4.788;4.733;5.156;5.835;8.248;10.321;7.282;4.504;2.990;2.279;1.181;41;109.058
8/04/2024;LÍNEA 2;212,00;892,00;1.074,00;1.098,00;917,00;944;1.062;1.089;1.190;1.121;1.223;1.497;1.965;2.147;1.800,00;1.127,00;809,00;532,00;182,00;3,00;20.884
8/04/2024;LÍNEA A;16.743;47.944;53.939;50.622;31.576;27.051;23.143;24.094;27.580;27.364;32.129;34.866;58.461;80.276;54.982;29.726;19.176;15.413;7.805;40;662.930
8/04/2024;LÍNEA B;3.130;8.058;8.116;7.232;5.035;4.234;3.874;4.047;4.545;4.161;4.168;5.060;6.974;10.158;6.478;3.788;2.935;2.359;1.034;7;95.393
8/04/2024;LÍNEA H;270;591;442;258;154;117;101;124;119;73;69;65;91;69;35;44;41;5;4;;2.672
8/04/2024;LÍNEA J;1.510;2.566;2.307;2.026;1.256;854;704;792;845;611;507;505;676;559;439;270;234;107;44;;16.812
8/04/2024;LÍNEA K;2.487;2.641;2.537;1.790;1.604;1.313;1.018;1.004;1.122;565;765;342;929;864;716;498;479;234;93;1;21.002
8/04/2024;LÍNEA M;348;989;920;613;410;331;315;278;439;329;374;496;625;1.062;1.205;797;448;335;296;32;10.642
8/04/2024;LÍNEA O;275;1.535;1.445;1.622;1.168;1.109;738;946;914;956;891;954;1.369;1.825;1.388;1.024;786;831;265;8;20.049
8/04/2024;LÍNEA P;1.543;3.306;3.104;1.942;1.223;937;705;817;1.068;750;643;659;810;864;563;383;437;219;93;3;20.069
8/04/2024;LÍNEA T-A;1.289;4.207;4.390;4.235;3.109;2.445;2.156;2.329;3.062;2.381;2.694;2.956;4.230;5.587;4.824;3.097;2.305;1.702;1.047;45;58.090
9/04/2024;LÍNEA 1;3.033;8.900;11.003;9.832;6.023;5.688;4.384;4.748;5.072;4.838;5.231;5.630;8.482;10.591;7.686;4.598;3.394;2.565;1.286;44;113.028
9/04/2024;LÍNEA 2;209;948;1.098;1.136;921;971;390;;31;1.107;1.131;1.458;1.812;2.279;1.857;1.191;1.052;634;189;3;18.417
9/04/2024;LÍNEA A;16.572,00;49.772,00;63.333,00;52.835,00;32.317;28.490;25.404;26.345;30.026;28.507;33.046;35.785;60.928;82.329;56.455,00;31.504,00;21.395,00;17.013,00;8.612,00;52,00;700.720
9/04/2024;LÍNEA B;3.140;8.138;8.914;8.280;5.220;4.708;3.998;4.272;4.794;4.401;4.355;5.044;7.415;10.557;6.874;3.958;3.459;2.591;1.148;18;101.284
9/04/2024;LÍNEA H;254;604;424;289;152;114;104;118;107;64;69;73;81;53;44;48;28;21;3;;2.650
9/04/2024;LÍNEA J;1.513;2.492;2.436;1.923;1.338;1.016;762;798;797;580;491;518;648;652;455;287;289;134;50;;17.179
9/04/2024;LÍNEA K;2.378;2.705;2.615;2.284;1.698;1.413;1.128;1.070;1.282;1.078;769;913;1.082;1.023;663;470;465;268;102;4;23.410
9/04/2024;LÍNEA L;;;;;3;84;102;161;128;106;107;180;88;121;;;;;;;1.080
9/04/2024;LÍNEA M;405;971;918;687;407;357;319;311;294;342;371;434;663;1.010;1.251;789;448;413;306;37;10.733
9/04/2024;LÍNEA O;269;1.758;1.718;2.008;1.087;1.234;904;996;1.033;1.128;936;1.115;1.516;1.968;1.586;1.096;816;1.003;261;8;22.440
9/04/2024;LÍNEA P;1.431;3.435;3.206;2.256;1.280;1.043;766;828;976;742;629;658;763;850;595;393;436;260;106;1;20.654
9/04/2024;LÍNEA T-A;1.408;4.481;5.069;5.075;3.029;2.775;2.360;2.089;2.666;2.728;2.642;3.106;4.532;5.900;4.841;3.187;2.499;2.018;1.155;48,00;61.608
10/04/2024;LÍNEA 1;3.013,00;8.852,00;10.829,00;9.830,00;6.035;5.389;4.160;4.064;3.884;5.008;5.032;5.875;8.394;10.224;7.925;4.746;3.355;2.598;1.354;61,00;110.628
10/04/2024;LÍNEA 2;208,00;914,00;1.051,00;1.129,00;869;934;1.027;1.058;1.141;987;1.190;1.421;1.894;2.227;1.856;1.229;914;554;216;3,00;20.822
10/04/2024;LÍNEA A;16.490,00;48.918,00;63.263,00;53.081,00;32.005;27.429;24.045;25.005;28.704;28.709;32.168;35.769;59.850;80.686;57.522,00;33.163,00;21.603,00;17.233,00;8.801,00;68,00;694.512
10/04/2024;LÍNEA B;3.068;8.239;9.314;8.012;5.185;4.374;3.874;4.056;4.763;4.461;4.431;5.022;7.407;10.582;6.855;4.193;3.360;2.737;1.714;286,00;101.933
10/04/2024;LÍNEA H;242;633;431;257;168;110;91;130;116;66;57;64;48;80;50;34;29;14;2;;2.622
10/04/2024;LÍNEA J;1.536;2.610;2.412;1.932;1.299;888;731;758;887;580;486;524;723;594;481;331;244;114;54;;17.184
10/04/2024;LÍNEA K;2.463,00;2.787;2.697,00;2.232,00;1.628,00;1.267;993;1.092;1.350;1.039;682;778;973;976;694;556;495;253;93;3,00;23.051
10/04/2024;LÍNEA L;;;;;1;91;76;117;101;107;99;101;86;121;;;;;;;900
10/04/2024;LÍNEA M;379;1.027;955;623;356;347;281;289;428;338;372;407;750;986;1.168;910;493;415;325;53,00;10.902
10/04/2024;LÍNEA O;310,00;1.625,00;1.818,00;2.002,00;1.112;1.278;786;1.058;1.063;1.113;941;1.151;1.509;2.088;1.460;1.031;972;947;270;18,00;22.552
10/04/2024;LÍNEA P;1.431;3.507;3.298;2.291;1.260;1.000;765;778;1.019;784;630;671;830;850;616;404;433;280;106;;20.953
10/04/2024;LÍNEA T-A;1.358;4.485;5.118;4.835;2.931;2.587;2.234;2.601;3.157;2.814;2.683;3.095;4.545;5.748;5.228;3.447;2.472;2.157;1.180;97;62.772
11/04/2024;LÍNEA 1;3.087;8.817;10.930;9.465;6.214;5.423;4.373;4.454;4.913;4.901;5.239;5.684;8.267;10.581;7.459;4.700;3.271;2.661;1.411;37;111.887
11/04/2024;LÍNEA 2;197;956;1.112;1.162;912;946;1.008;1.094;1.139;1.036;1.226;1.403;1.904;2.046;1.885;1.210;992;522;219;2,00;20.971
11/04/2024;LÍNEA A;16.546,00;48.666,00;62.162,00;51.842,00;31.108,00;27.574;23.376;24.052;27.990;26.944;32.173;35.320;59.893;80.696;55.928,00;31.295,00;21.369,00;17.162,00;8.992,00;42,00;683.130
11/04/2024;LÍNEA B;3.117;8.239;8.883;8.081;5.115;4.418;3.902;4.143;4.921;4.186;4.296;5.282;7.139;10.442;7.166;4.244;3.324;2.665;1.330;10;100.903
11/04/2024;LÍNEA H;230;630;421;273;169;120;118;127;101;60;57;76;83;42;48;25;25;13;5;;2.623
11/04/2024;LÍNEA J;1.557;2.551;2.321;1.968;1.276;934;714;751;882;611;494;502;659;646;483;315;261;128;48;;17.101
11/04/2024;LÍNEA K;2.444;2.797;2.713;2.206;1.690;1.331;1.034;999;1.381;987;726;763;993;1.009;766;488;507;276;90;1;23.201
11/04/2024;LÍNEA L;;;;;;121;75;126;92;128;119;137;101;162;1;;;;;;1.062
11/04/2024;LÍNEA M;401;1.062;928;616;406;327;299;307;401;303;351;432;748;1.011;1.122;893;484;388;302;37;10.818
11/04/2024;LÍNEA O;305;1.708;1.730;1.945;1.039;1.133;889;994;941;1.119;916;1.120;1.483;1.612;1.620;1.076;860;966;303;8,00;21.767
11/04/2024;LÍNEA P;1.474;3.401;3.182;2.315;1.272;970;704;749;1.005;765;670;656;806;827;603;409;451;280;95;;20.634
11/04/2024;LÍNEA T-A;1.421;4.536;4.888;4.620;3.104;2.576;2.281;2.462;3.134;2.640;2.693;3.182;4.452;5.928;5.083;3.183;2.511;1.947;1.205;48;61.894
12/04/2024;LÍNEA 1;3.031;8.274;10.727;9.327;6.167;5.223;4.225;4.476;4.807;4.928;5.363;6.335;8.456;9.377;7.245;4.693;3.266;2.724;1.684;63;110.391
12/04/2024;LÍNEA 2;208;909;1.057;1.097;883;948;982;1.086;1.120;1.021;1.251;1.557;1.906;2.031;1.694;1.223;841;643;296;4,00;20.757
12/04/2024;LÍNEA A;16.999,00;48.129,00;60.751,00;50.848,00;31.535;27.340;23.847;24.701;28.663;28.309;35.163;40.949;63.008;72.139;51.880,00;33.220,00;21.516,00;18.302,00;10.582,00;101,00;687.982
12/04/2024;LÍNEA B;3.077;7.991;9.208;8.436;5.143;4.459;3.916;3.986;4.843;4.231;4.721;5.598;7.402;9.611;6.513;4.191;3.365;2.687;1.516;11;100.905
12/04/2024;LÍNEA H;230;616;429;270;166;116;99;135;133;65;49;63;78;55;60;21;49;14;7;;2.655
